id,joke,label
11802,我是多任务的专家。我可以同时欺骗六种饮食！,1
11803,"有一个马虎的肛肠科医生,给病人看病后就在病历上写上:肛门发言. 主任医生看了之后气愤地在病历上写道:屁话!",1
11804,当他下车时，一辆卡车过于紧密地完全从驾驶员侧的车门上扯下来。,0
11805,为什么大多数裸体主义者都是你不想看到裸体的人呢？,1
11806,我们要怎么办？太太惊慌地问。 不用吧！先生答，这只狮子自己惹到不该惹的人，让它自己想办法解决！,1
11807,“你有几个弟弟？” “一个呀！” “不对吧，你哥哥咋说他有两个弟弟呢？” “咳！一个就一个嘛，一定是我哥哥弄错了。”,1
11808,半夜失眠，去洗手间抽烟，看见一只蟑螂，跟它聊了好长时间。 烟抽完了，于是我一脚踩死它回去睡觉了， 因为它知道的太多了……,1
11809,女：我在你心中是什么？ 男：是一杯优乐美。 女：是不是就可以把我捧在手心上了？ 男：不对，喝完就可以把你丢掉。,1
11810,如果有些人没有告诉你，你永远不会知道他们已经去度假了。,0
11811,某领导做报告：“如今男女平等，妇女同志站起来……” 在场的女同志全部起立等待指示。领导翻了一页念：“了。”,1
11812,儿子：老师说过一切都要从零开始。,1
11813,第八套广播体操，我练了三年了，什么时候能打通任督二脉啊。,1
11814,妈妈对儿子说：“2+3=？” 儿子：“5” 妈妈：“答对了，奖你五块巧克力。” 儿子：“早知道就说十了。”,1
11815,年轻人：你问一个女人的年龄你会得到什么。,1
11816,如果你可以保持头脑，而所有关于失去他们的东西并责备你 - 也许你低估了情况的严重性。,0
11817,金钱买不到一切。这就是信用卡的用途。,1
11818,他一直坚持着，直到一个猎人出现并开枪打死他。,0
11819,我不知道它是什么，但它的状况很好。,0
11820,爸爸带着小敏在看介绍动物的课外书，随口问道：“你知道熊的冬眠期为什么长达6个月吗？” “因为没人敢叫醒他啊！”,1
11821,我的妻子说我太爱管闲事......至少，这就是她在日记里写的。,0
11822,腼腆的你终于鼓起勇气问心爱的女孩：你喜欢什么样的男孩？ 女孩说：投缘的。 再问还是一样。你只好伤心的说：头扁一点不行吗？,1
11823,朋友的妻子是金鱼，能看不能吃， 街上的小姐是河豚鱼，有毒素不能吃。 自已的老婆是咸鱼，想什么时候吃就什么时候吃。,1
11824,农夫三拳有点疼。,1
11825,他是真正明智的，从另一个人的不幸中获取智慧。,1
11826,爸爸：汤姆，如果我像你那样，手这么脏就吃饭，你会说什么？ 我应该懂礼貌，什么也不说。,1
11827,要不是打不过你，早就跟你翻脸了。,1
11828,如果你向后唱乡村音乐，你会得到你的工作和你的妻子。,0
11829,同学女，性格比较爷们。 最近交了男友，被另外一个同学夸有女人味。 她问：“从哪里看出来？” “你以前都自称老子，最近变成了老娘。”,1
11830,家长：“您先说坏消息吧！” 校长：“坏消息是：您的儿子的在学校十分女性化。” 家长：“那好消息呢？” 校长：“好消息是他现在是本校校花。”,1
11831,春晚，一家人围着看电视。 外甥：“为什么歌星唱歌总有一群人伴舞？”父母面露难色。 外婆答道：“老人家耳朵不好，听不清他唱什么，只能看看跳舞咯！”,1
11832,医学院的老师正在上课，他叫起一个同学：请你回答人奶比牛奶更适宜哺育婴儿的三个特性。 学生：恒温，不受污染。 还有呢？学生想了很久说：它便于携带。,1
11833,男：“我要跟你一起看月亮、数星星。” 女：“就你这智商，我们只能一起看星星、数月亮。”,1
11834,一个醉鬼半夜回家，妻子埋怨他回来得晚。 醉鬼解释：有两个推销员一直纠缠着我不放。 妻子：那他们向你推销了什么？ 他们问我要钱还是要命？,1
11835,黎明前总是最黑暗的。因此，如果您要偷邻居的报纸，那就是时候了。,1
11836,顾客：我想到你的店里应聘做服务员？ 经理：我们这里不缺服务员。 顾客：那你找一个出来给我看看，我坐这里快一个小时了，没见到有服务员呀。,1
11837,政治家在大选后对妻子说：“祝贺我吧，亲爱的，我当选了。” “你不是骗人吧?” “不，亲爱的，现在已经用不着骗人了!”,1
11838,生活是触角的悲剧和思想家的喜剧。,0
11839,去看看那部电影，亲自看看为什么你不应该看到它。,1
11840,如果你因为成为基督徒而受到审判 - 是否有足够的证据证明你有罪？,0
11841,小学老师在公开课之前“抚慰”我们紧张的心情，说：“大家不用紧张，进了课堂不要东张西望，台下坐的还不都是人，不都是长着两个鼻子、一个眼睛嘛！”,1
11842,每个规则都有一个“例外” - 大多数人都认为它们就是这样。,1
11843,在我这个年纪，做一点动作意味着我不需要服用泻药。,0
11844,震惊！每天一瓶运动饮料能代替饮料。,1
11845,真是不可思议！上了年纪的哲学家感叹道：当我还是20岁时，我想的只是爱，可现在，我爱的只是想了。,1
11846,女：你这流氓，为什么无缘无故来亲我的嘴？ 男：对不起！当我在你背后，见你的背影同我妻子没有两样，所以请原谅。你若以为是侮辱，你可以照样报复一下。,1
11847,骗子：您好，我是xx市中级人民法院，这里有一张您的传票。 同学转过头疑惑地对寝室同学说：船票？我们没订船票啊……,1
11848,男：如果你不做我女朋友，我就一个人到一个你永远找不到的地方，到时你就后悔吧。 女：你现在就让我后悔，快点吧。,1
11849,有些东西是金钱无法买到的。对于其他一切，我的薪水还不够！,0
11850,"领导：“小张,以往听我的报告,越听人越少,怎么今天报告完了人反而多起来了？” 张秘书：“您忘了,下面还要放电影呢！”",1
11851,我没有抓住食物链的顶端去吃蔬菜。,1
11852,口袋里钞票的颜色决定今天的心情。,1
11853,一名男子已经达到中年，当他被医生而不是警察警告减速时。,1
11854,儿子：为什么在农村里养鸡都不犯法，而在城市里叫鸡是犯法的？ 爸爸：因为他们叫的是别人养的鸡。,1
11855,弗洛伊德病毒导致您的PC受到自己主板的阻碍。,1
11856,一朋友在酒店吃饭，一群小鸡围在餐桌旁不肯离去，朋友怎么赶都赶不走，一怒之下大喊：“你们再不走我就点一盘辣子鸡丁！”,1
11857,生活不是关于你跑得多快，或者你爬得多高，而是你的反弹程度。,1
11858,不要多余; 不要使用超过必要的词; 这是多余的。,0
11859,曾经有个同学叫范建强开 学他自我介绍的时候说： 我叫范建强， 我的名字表面没什么个性， 大家不妨反过来念， 就会记住我了！,1
11860,男人：为什么女人总是试图用你的容貌给我们留下深刻印象，而不是用你的大脑？,1
11861,星期一早上，你如何让你的丈夫笑着醒来？,0
11862,唾沫是用来数钞票的，而不是用来讲道理的。,1
11863,大学课堂，老师怒：“XX你太过分了，别人写好的作业哪怕你抄完交上来也行啊，你居然复印！只改个名。”,1
11864,如果我再帅一点点，我陪你到天长地久。,1
11865,为了找出一个女孩的缺点，向她的女朋友赞美她。,1
11866,你的眼睛完全打开是不可能打喷嚏的。,1
11867,烟不听话，所以我们”抽烟“。,1
11868,姐姐对着镜子抱怨自己门牙太大，小妹说：那你整天还嚷着要补钙。,1
11869,亲爱的美国国税局：我想取消订阅。请从您的邮件列表中删除我的名字。,1
11870,弟弟：“刚才广播里播报天气预报，说明天最低气温要到零度呢！哥，零度是什么意思呀？” 哥哥：“笨蛋，零就是没有，零度就是没温度！”,1
11871,医生：喂！快醒醒！快醒醒！ 病人：……什么事？ 医生：时间到了，该服安眠药了。 病人：啊，我差点睡过头了。,1
11872,一名推销员气愤地对同事说：“如果老板不收回他刚才说的话，我就辞职。” “经理对你说了什么话？” “让我辞职。”,1
11873,不到长城非好汉，到了长城一身汗！,1
11874,我们大多数人有两次成为财务上富裕的机会......苗条而没有。,1
11875,如果你是斗眼并且患有痴呆症，你能读完吗？,0
11876,当他们的球队获胜时，没有人会说，“这只是一场比赛”。,0
11877,女士，我不打算给你打车，但我必须向你发出警告。,0
11878,“你小时候的梦想实现了吗？”“实现了一半，那时侯想当警察叔叔，现在当上了叔叔”,1
11879,一个谋杀案造成一个反派，数百万人成为英雄。,1
11880,我是白领：今天领了薪水，交了房租水电，买了油米泡面，摸了口袋，感叹一声，这个月工资又白领了。,1
11881,当朋友中3个都2货的时候，自己也正常不到哪去。,1
11882,锻炼肌肉，防止挨揍！,1
11883,其中一些是重复自己，但仍然是一些好的。,1
11884,女人就像天使。。。总是在空中，喋喋不休。,1
11885,青春没了，痘痘健在；钞票没了，信用卡还得还贷。,1
11886,“儿子你可别娶了媳妇忘了娘” “讨厌，我肯定会娘下去的”,1
11887,一次跟表妹在家吃饭，不小心倒了汤，面纸都用光了，表妹忙喊快点，快点，去厕纸拿厕所。,1
11888,专业人士是可预测的 - 业余爱好者是危险的！,0
11889,墨菲定律不超过百分之八十的时间。不幸的是，无法预测何时。,0
11890,你曾经让自己的职业受到那些从不梦想做你工作的人的抨击。,0
11891,咖啡，巧克力，男人......有些东西更富有。,0
11892,某长酒醉，开会时主席台就坐，道：上主菜。 秘书连忙扶去卫生间，某长坐在马桶上说：开车。 只有送他回家，其妻服侍他上床睡觉，某长问：小姐贵姓？,1
11893,对！孩子们齐声答道。 老师继续说：当我头朝上直立时，血液为什么不流到脚里去使脚发红呢？ 一个学生高声答道：因为你的脚不是空的！,1
11894,像完美男人这样的完美数字非常罕见。,0
11895,上午早些时候不要喝咖啡它会让你保持清醒直到中午。,1
11896,我的绿色生活：首先我是一个股民。,1
11897,生物课上，老师说：“其实黄鼠狼是不吃鸡的，科学家做过一个实验，曾经把一只鸡和一只黄鼠狼关在一起，第二天你们猜怎么了？” 同学插嘴道：“鸡怀孕了？”,1
11898,游戏理论家通过支配或鞍点来做到这一点。,0
11899,俩农夫吹牛：“俺们农场的鸡，吃的都是茶叶，下的全是茶叶蛋”“俺农场给鸡吃钱包，让它下荷包蛋。”,1
11900,听说你在请精神病医生看病，你觉得对你有没有帮助？ 当然有。几星期前，电话铃响我不敢接。但现在，电话铃响不响我都去接。,1
11901,你怎么称呼一个知道她丈夫每晚在哪里的女人？,1
11902,每次考试 我都好想在卷子上写满“百度一下，你就知道”，气死阅卷老师。,1
11903,霍尔马克卡：“你和我的朋友们想为你的生日做一些特别的事......所以我们让你睡觉了。”,0
11904,在你学会爱自己之前，我们会爱你。,0
11905,两个天线在屋顶相遇，坠入爱河并结婚。仪式并不多，但接待非常好。,1
11906,卡洛斯昨天缺席，因为他正在踢足球。他在成长中受伤了。,0
11907,悲观主义者认为所有女人都是坏女人; 一个乐观主义者希望他们是。,1
11908,精神病人拦住护士：报密码才准过！ 守卫说：别理他们。 电动门应声而开，病人赶紧掏笔记下“别理他们”，心里抱怨：不像话，又换密码了！,1
11909,为什么他们把盲文放在开车银行机器上？,0
11910,这是一个测试，以确定你的地球任务是否完成：如果你还活着，那就不是。,1
11911,坐在你的底部，你无法达到顶峰。,0
11912,小胖对爸爸说：“我们的新老师真是虚心好学。” 爸爸问：“你怎么知道的？” 小胖说：“他在我的作业本上画了好多问号！”,1
11913,曲棍球是白人运动。篮球是黑人运动。高尔夫是一种穿着黑色皮条客的白人运动。,1
11914,甲：“医生建议我用巧克力来戒烟。” 乙：“效果如何？” 甲：“不行，我试了试，巧克力根本点不着。”,1
11915,我的思绪弥补了......不要把我与事实混为一谈。,0
11916,你怎么知道大象的那个月的时间？,0
11917,最简单的问题似乎总是需要最复杂的解决方案。,1
11918,一天，心情不好，就打电话和一女生聊天。 那女生张口闭口都不离“人生”这个词，烦死了。 我说：“你连人都没生过，给我谈什么人生。”,1
11919,你认为冲浪是你在陆地上做的事情。,0
11920,他的眼镜很厚，我打赌他可以看到未来。,1
11921,如果爱情不是游戏，为什么会有这么多玩家呢？,1
11922,初中一哥们，写作文时将“在马路上骑自行车”中间的路不小心写丢了，成了“在马上骑自行车”。 作文交上去后，老师评语：你试试！,1
11923,我同事要问人民币跟日元的汇率，他开口就说，人猿跟日元怎么兑换的。,1
11924,给他们他们想要的一切，他们想要的更多。,0
11925,没有地毯可以长时间保持其自然平坦的状态。,0
11926,儿子捣蛋，我对他说：“你要是再不听话，就跟你哥一个下场！” 儿子：“可是我没有哥哥吖！” 我：“你说呢？”,1
11927,我同事告诉我，现在相亲女方不再地直接问男方是否有房有车，而是问：你们小区停车费多少钱一个月？我一听，震精了。 这问题太有艺术性了！不得不服啊！,1
11928,每当发现自己做错事的时候，我就会用砖头砸别人的脑袋,1
11929,一位年轻漂亮的女士在化妆品柜台前问男售货员：接吻后这支口红会褪色吗？ 男售货员想了想说：咱们可以先试试看。,1
11930,妻子不解，于是他又解释说：两年前，这混蛋卖给我的奶牛根本挤不出奶，我现在也要让他尝尝受骗的滋味。,1
11931,酗酒者是指比自己的医生饮酒更多的人。,1
11932,好：你的邻居裸体锻炼。不好：他体重350磅。,1
11933,吃饭不吃菜，省钱谈恋爱。,1
11934,侄子不到六岁，一日忽对妈妈说：“我不想去上学了！” 妈妈问：“为什么？” 侄子答：“今天在老师的办公室放了个响屁。”,1
11935,年轻的医生检查完毕，还不能诊断病人得的是什么病。你以前得过这种病吗？ 是的，医生。 啊，对了，你现在又复发了。,1
11936,人们说当猪飞的时候会有一位黑人总统。奥巴马，猪流感后100天！,1
11937,计算生活成本的最简单方法：获取收入并增加10％。,0
11938,妈妈：马丁，你真是个乖孩子，爸爸打瞌睡的时候，你能够这样静静地坐着，一点都没吵他！ 马丁：我只想等着看香烟烧到他的指头时他的反应。,1
11939,如果你想要你的房子干净，请邀请别人吃饭。,0
11940,爸爸患肾结石住进医院，儿子问什么是肾结石，爸爸说就是尿尿的时候有石头出来，儿子担心地说：“爸爸，那你尿尿的时候一定得把腿岔开，小心别砸着脚！”,1
11941,你不能让所有人都满意，因为不是所有人都是人！,1
11942,你怎么能说肥皂剧是虚构的？他们的目标受众是女性。,1
11943,4个食物组：咖啡，冰淇淋，啤酒和比萨饼。,0
11944,假设您处于一种水晶甲酸可以帮助您的情况。就像，我不知道，你的牙齿太多了。,1
11945,你不能把某人带到你不去的地方。,1
11946,离开搜寻真理;满足于一个好幻想。,0
11947,顾客（愤懑地）：你们端来的是咖啡还是茶水？为什么里面有汽油味？ 服务员（恭敬地）：如果有汽油味，那就是咖啡，因为我们这里的茶水带有煤油味。,1
11948,我看到一个穿毛茸茸外套的素食主义者。所以我仔细看了看。它是由草制成的。,1
11949,一早到银行办事，里面有一个帅哥，就坐在转椅上转啊转， 那哥居然转吐了，银行里面人山人海居然转吐了……,1
11950,15岁的儿子放学回家，发现妈妈躺在床上。 妈妈病了吗？儿子关切地问道。妈妈点了点头。 做饭的事不用愁，儿子安慰妈妈，我会把您背到炉子那儿。,1
11951,终于快结束考试了，考官说：前方停车。结果不料前面一个消火栓。学员很惊恐，回道：报告一个消火栓，前方不能停车。,1
11952,一位过路人从阿凡提身边过，阿凡提平白无故地骂了一声蠢货！ 过路人愤怒地高举拳头向阿凡提逼来：谁是蠢货？假如你要真打，那我是蠢货……阿凡提边退边说道。,1
11953,一旦你意识到我是上帝，我们就会相处得很好。,1
11954,我妈说：你们这些年轻人买周边追星，就和老年人被骗买保健品一样的。,1
11955,脑壳多了，啥发型都有。,1
11956,当所有其他通信方式都失败时，请尝试使用单词。,1
11957,感情专一是一个男人的美德。 我在这方面做得就很好， 我是绝对不会同时和我的两个女朋友约会的。,1
11958,金钱是一切罪恶的根源。有关更多信息，请向我发送10美元。,1
11959,如果经常做错某事，那就变得正确了。,0
11960,如果你不能保守秘密，你不需要知道它。,1
11961,我母亲在我四岁的时候教我读书（她的第一个错误）。,1
11962,秀发去无踪，头屑更出众！,1
11963,那位女士立刻脸红了，打电话给警察。警察出现并立即给了我一张票。,0
11964,买房或卖房子可能会让你失望。看到一位律师只是为了确定。,1
11965,大学时候，一同学和我争论问题，一时处于下风，情急中一拍桌子起身大叫：你胡说，我又不是不傻！,1
11966,我未来的老公要是敢跟我老妈顶嘴我就休了他。,1
11967,死亡是生命告诉你被解雇的方式。,1
11968,管理的第一个神话是存在; 第二个管理神话是成功等于技能。,0
11969,迈克尔杰克逊对阵参议员帕克伍德的一次抢断。,0
11970,我们所有的时间旅行者都以每小时60分钟的速度移动,0
11971,收到朋友送的一份礼物，上面附有一张纸条，写道：“朋友，这虽不算是如何珍贵的礼物，但也够你你用一年的了。”　满怀欣喜地打开一看，尼玛，日历。,1
11972,“昨天看一征婚广告：诚聘一男友，共赴婚姻殿堂！” “那你去了吗？” “我去了，于是便陪着她参加婚宴，还替她交了红包。”,1
11973,服务员，给我一杯奶茶，多放点茶叶，少放点奶。,1
11974,掺了茅台的油能不贵吗？,1
11975,有两种说不多的人：那些安静的人和那些说话的人。,0
11976,为什么它是“车库门开启器”，因为它打开和关闭门？,1
11977,警告：对奇怪想法的信仰并不能保证奇怪的想法会相信你。,1
11978,男人对女友说：“我们裸婚吧，今天就去领证” 女友回答说：“啊！现在还是白天啊？！”,1
11979,大家出门都小心点儿恋爱还是要年轻时谈才好些。年纪大了，上来互相先问你谈过几个我谈过几个，或者干脆问你睡过几个我睡过几个，还都特坦然，特豁达，特不当回事儿。,1
11980,重要的不是船的大小，而是海洋中的运动。,0
11981,带着儿子去参加前女友的婚礼， 同事非得让孩子说吉祥话， 儿子想了想说：“祝叔叔阿姨好聚好散。” 不愧是爸爸的好儿子！,1
11982,温顺的人将继承地球。在我们完成它之后。,0
11983,我：“为什么有事不说出来，要放在心里呢？” 老婆：“想把胸部撑大！”,1
11984,小时候过年，妈妈给小冬一元压岁钱， 小冬看了又看，摸了又摸， 妈妈说：“没想到一块钱你会这么珍惜！” 小冬说：“不是啊，我是检查一下是不是假钞！”,1
11985,生活是多么的广阔，作业是那么的多。,1
11986,我打赌很多哑剧演员都会因为没人相信他们真的很窒息而死。,1
11987,我想我可能会克服失眠症。有一天，我的脚睡着了。,1
11988,打算要孩子了，和老公缠绵之后， 老公趴在我下面，我纳闷这是干嘛， 哪知这个二货大喊一声： 儿子快跑，超过你妹妹！ 老娘果断一脚把他踹了下去。,1
11989,在一个人背后唯一真正体面的事情就是轻拍它。,0
11990,好了老师，我们各自退一步，你别讲，我们也不听，好不好！,1
11991,一男子坐9路公交车上班。 刚刚到站，就听一美女在车门口大喊：“喂，是8路吗？” 男子对美女说道：“你找错组织啦，我们是新四军！”,1
11992,妻子：哎呀，我越来越重了！吃了减肥药还在长。结婚时我96斤，现在都108斤了！ 丈夫：你可是我所有投资中唯一有进展的项目！,1
11993,这雾霾，无语了！谁TM敢张嘴啊！！,1
11994,某MM哭着给我打电话：“我现在的男朋友说，咱俩其实最合适。” 我安慰她：“别听他的，他胡说八道。” 然后，她把电话挂了……,1
11995,有一女同事叫周丽。 有一新同事问我她叫什么名字； 我说叫周丽，另外一同事接着我的话说了一个波字；（周丽波） 我说是周丽没波。 当场大笑……,1
11996,明明：爸爸，英镑是什么? 爸爸：英镑嘛，就是英国的磅秤，大约和我们的钓秤差不多。 明明： 那么卢布呢? 爸爸：苏联的卢布相当于中国的华达呢。,1
11997,吸烟不会杀人。试图戒烟的人会杀人。,1
11998,记忆是告诉男人他昨天的结婚纪念日。,1
11999,当他来到知识的泉源时，他只是漱口。,1
12000,新生问同桌：“男厕所在哪儿？” 同桌答道：“在女厕所旁边。” 新生：“那女厕所在哪儿？” 同桌一脸纳闷：“你一个大男生，去女厕所干吗？”,1
12001,我们建议您不要使用公司的电子邮件帐户接收这些笑话。,0
12002,我走进了一家百货商店，啊，看来人民生活水平的确提高了，你看那位农民老大爷，左手一台电冰箱，右手一台电视机，一溜小跑。,1
12003,猫王已经死了，我自己感觉不太好。,0
12004,班里有个男生长得太丑了，真的是太丑了。 我经常上课盯着他看，边看边想：怎么有这么丑的人呢？ 没想到，他到处跟别人说我喜欢他……,1
12005,那些拒绝从历史中吸取教训的人注定要重蹈覆辙。,1
12006,然而，他注意到他们正在复制副本，而不是原始书籍。,1
12007,我们想要一个证词，但我们不想要测试。,1
12008,我总是迟到办公室，但我提前离开弥补了它。,1
12009,他是如此狭隘，他可以透过钥匙孔看到双眼......,0
12010,阿强对朋友说：“我想离婚，我的太太已经有两个月没有和我说半句话了。” “你得考虑清楚啊。”朋友劝告他：“现在这种老婆已经很难找了。”,1
12011,您的消息导致一般性保护错误...重新启动请...,0
12012,为什么事情总是以他们完成的方式完成！,0
12013,妈妈，小鸡是从哪儿来的？ 母亲：是从鸡蛋里变出来的。 那以后我可不敢吃鸡蛋了。 为什么？ 要是在我肚子里也变出小鸡来，该怎么办哪。,1
12014,我的头疼，我的脚发臭，我不爱耶稣。,0
12015,当我去餐馆时，我总是问经理，“给我一张靠近服务员的桌子。”,1
12016,不是我们对他的活动，而是我们对他的囚禁！,0
12017,某女：“你究竟看上我哪点了？我改还不行么。” 某男：“我就是喜欢你不喜欢我，你改啊。”,1
12018,引导我不要陷入诱惑。我可以找到自己的方式。,0
12019,最省钱的最安全方法是将它折叠一次并放在口袋里。,1
12020,你这个孩子怎么不懂事啊？舅舅正在这里，你怎么还会想到要去动物园看狗熊？,1
12021,为什么人们不知所措，但从来没有被哄骗过？,0
12022,我的女朋友问我，“你相信一见钟情”吗？我说，“第一眼看到什么”？,0
12023,爸爸带儿子上街，路边的音响播放一首爱情歌曲，儿子跟着学唱，爸爸制止道：“不要唱，这歌不健康。” 儿子好奇地问：“怎么，唱这个会感冒吗？”,1
12024,淘气的贝克知道妈妈回来了，从房中冲出来：妈妈，您知道这一支牙膏里装有多少牙膏吗？ 不知道。 我刚刚才知道，它能从沙发边挤到房门口。,1
12025,妻子：如果我们的婚姻是平等的话，你就应该把地上的落叶扫掉一半。 丈夫：落到地上的一半树叶是你的，亲爱的，我的那一半还在树上呢。,1
12026,她走了出去，抓起一杯啤酒，扔给他。,0
12027,亲爱的，你把这笔捐款邮寄给绿色和平组织了吗？,0
12028,阿德勒的区别：语言是我们与低级动物和官僚之间的区别。,1
12029,如果你没有太多的教育，你必须使用你的大脑。,0
12030,所以我打电话给英国电信，我说“我想报告一个讨厌的来电者”，他说“不是你了”。,1
12031,经理酒醉，入厕呕吐，恰逢一男正小解，经理怒曰：“说好不喝了怎么还倒酒？” 男闻声急停，不料憋出个屁来，经理大怒：“妈的！谁又开了一瓶？,1
12032,"我常听说有谁离不开钱的,没听说过谁离不开谁的。",1
12033,永远不要相信一个说他是家里老板的男人。他也可能对其他事情撒谎。,1
12034,人生只能向后理解，但必须向前生活。,0
12035,房子和家庭之间的区别是一个家庭。,0
12036,没钱的时候，老婆兼秘书；有钱的时候，秘书兼老婆。,1
12037,女儿却说：“妈妈，你给我洗个澡也缩小点不就行了吗！”,1
12038,偶然路过公园，便听到一小孩在喊“妈妈，看是耶稣！” 我彻底无语！那明明是后稷，结果他妈妈更雷人“不，孩子，那是菩萨！”,1
12039,拍卖场上，拍卖暂时中止，拍卖商宣布道：这个房间里的一位老先生刚刚丢失了一个钱包，里面有1000美元，如果能找回钱包，他愿意出200美元。 一个声音说：210美元。,1
12040,葬礼完毕，女友安慰新寡妇道：“不要往坏的一面想，应该想想好的一面。” 新寡妇想了一会说：“这是20年来我第一次知道他晚上在哪里过。”,1
12041,有一个神经病人天天再空鱼缸前钓鱼。 有一次，护士开玩笑地说：“今天钓几条啊？” 神经病人愤怒地说：“你脑子有病啊，没看到这是空鱼缸啊！”,1
12042,男孩子见面之前，听说女孩子喜欢成熟一些的，所以相亲时特别留了几天胡子。 结果女孩子看到后，竟然道：大爷，您儿子没有来吗？,1
12043,只有在所需课程后的学期中才能提供所需课程的先决条件。,1
12044,计算机和汽车销售人员的不同之处在于后者知道他们何时撒谎。,1
12045,米佳不愿意吃药，妈妈吓唬他说：快点吃下去吧，要不我就去叫警察来了。 米佳：妈妈，是警察喜欢吃药吗？,1
12046,妇：想当年我的身材就是身材，体格就是体格。正面山明水秀，侧面悬崖峭壁，背面则是柳暗花明，你说是吧？ 夫：对！不过，妳的水土保持做得很失败。,1
12047,没有什么可以治愈失眠，就像认识到是时候起床了。,0
12048,哥难过的都要上吊了，你还以为哥在荡秋千。,1
12049,瑞士入境处的公路旁竖着一块牌子，上面写着：请司机多加注意。当前，医生与殡仪馆的工作人员正在休假。,1
12050,如果您需要咨询或建议，我们将免费提供；如果您需要正确的答案，请您另外付费。,1
12051,法官问一罪犯：你敢肯定，这几起盗窃案都是你一人所为。你没有其他同伙吗？ 是的。要知道，当前能找到一个与你志同道合的人，那是相当困难的。,1
12052,一人骑着自行车在街道上疾驶，过往的人群纷纷避让。警察阻止他问：您为什么骑者这么快？那人回答：对不起，我的刹车坏了，所以我想尽快骑回去修理，以免发生意外。！,1
12053,在纽约唯一让我烦恼的事情就是劫车。,1
12054,老爸：“你个臭小子，今天非打得你妈都不认得你。” 老妈：“那绝对是瞎扯，我儿子我还能不认识？不信你打打试试看。”,1
12055,唯女人与英语难过也，唯老婆与工作难找也！,1
12056,睡眠是一门艺术--谁也无法阻挡我追求艺术的脚步！,1
12057,当裤子失去皮带，才懂得什麽叫做依赖。,1
12058,当拼写正确拼写时，讽刺效果更好。,0
12059,溃疡不是因为我们吃什么而是因为吃了我们。,1
12060,我去找自己了。如果我在回来之前回来，请留意我！,0
12061,理发师出现了错误，或许会创造一种新发型。,1
12062,医生用X光检查了我的头，没有发现任何东西。,0
12063,甲：你们班里有多少人上自习课？ 乙：加上老师一共31人。 甲：就是说，老师不在时是30人了？ 乙：不，老师不在时教室里一个人都没有。,1
12064,她靠近他，翻回她的头发，有意义地凝视着他的眼睛。,0
12065,如果你给猫的背部涂上黄油，它会落在哪一侧？,0
12066,你别看你现在是小科长， 十年之后你肯定是个成功的老科长。,1
12067,小张刚升任酒店副总，兴奋不己。 深夜回家摸黑入房时，还激动地嚷道：“我是副总经理！” 这时他老婆在床上说：“上床吧，你下属小张就快回来了。”,1
12068,同学去找老师划重点，老师说：你学医的划什么重点，难道病人找你看病，你给他说你的病不是重点，你回家长个重点再来看。,1
12069,对于政府而言，赌注太高，无法成为一项观赏性运动。,0
12070,你在哪里可以买到那些小塑料鞋头放在你的鞋带上？,0
12071,小华对照相馆的服务员说：叔叔，怎么把我照成了这个样子？ 长什么样，照什么样！ 难道我长得模模糊糊吗？,1
12072,你很快，你不能通过关闭的门。,0
12073,无论你的胜利多么伟大，或者你的失败多么悲惨 - 大约十亿中国人不会在意。,1
12074,一个聪明人从他的敌人那里获得更多的用处，而不是他朋友的傻瓜。,1
12075,“孩儿他爸，咱儿子买手机被宰了！” “啊？他给了多少钱？” “他没给钱。”,1
12076,律师是谁帮助你得到他的东西？,0
12077,无法克服你，所以你为什么不得到我？,0
12078,如果一只熊在树林里放屁，树木会听到吗？,0
12079,做点小生意，拖货差两千块，晚上回家找老婆拿。 老婆让住一晚在走，工地早上还有活要干我就说不住了。 谁知老婆幽幽的说：“两千块都不陪我睡一晚。。”,1
12080,小青说要去学柔道，她父亲极力反对，说道：“女孩子学了柔道谁还敢娶你呢？” 她毫不犹豫的回答：“看谁敢不娶！”,1
12081,妈妈：儿子你干什么呢？哭什么啊？ 儿子：妈妈，哥哥老欺负我，我把他的名字写在我的内裤上，我天天放屁崩他。,1
12082,俩人彻底分手了之后，任何一方在对方每年生日时发短信送祝福，以此证明：你看咱俩虽然分手了，但我还记得你，甚至还记得你的生日。是完全没有必要的狗屎行为，你把人家当烈士陵园了？,1
12083,妻子：虽然是女儿，但你看这鼻子、这嘴多象你呀，漂亮吧！ 丈夫：哼，最重要的东西还不是象你！,1
12084,二蛋说：舅，爱滋病多难听啊！ 他舅说：难听是难听点，可这样就没人敢招惹你舅妈了啊！,1
12085,如果将来你的孩子问：“爸爸，罗纳尔多是谁？” 你将如何回答？ 有人说：“就是他帮助金嗓子喉宝轻松击败西瓜霜含片。”,1
12086,令人遗憾的是，这个国家50％的婚姻以离婚告终。但是，嘿，另一半在死亡结束。你可能是幸运儿之一！,1
12087,当我感到无聊时，我会去七一十一，并要求一个二乘四和一盒三乘五。,0
12088,在所有警察调查期间，有必要至少访问一次脱衣舞俱乐部。,0
12089,卖煤的和一卖鸡蛋的打架，众问何故？ 卖鸡蛋的说：有他这样的吗？我一喊：鸡蛋？他马上就：卖煤(没)了！,1
12090,又一次批斗会上―― 孙正德，你有没有作风问题？ 有！ 几个？ 一个！ 多少回？ 没法说。 跟谁？ 王冬青――我老婆！,1
